tweet_id,user,text,label,reply_to_tweet,reply_to_user
580320645906632704,airlivenet,UPDATE CRASH Germanwings #4U9525 Crash of an A320 disappeared  at 09:39 UTC from radar http://t.co/GRUjOCXkr9 http://t.co/HWrvDD24ac,rumor,,
580339973947260928,skiba_dmitry,@RT_com You see AirBus is not Boeing They try to find survivors They try to see logs The relatives of passengers are crying in airports,non-rumor,580335102313500673,RT_com
580333268186214402,jacemullins,“@flightradar24: Playback of flight #4U9525 http://t.co/cJbx4wYqqt Pictures http://t.co/xcc84NZ2tR http://t.co/2x9TVsejWx”@MichaelSmyth_,non-rumor,580324338865430528,flightradar24
580334573264842752,Nergui_ckia,@BBCBreaking,rumor,580333763512705025,BBCBreaking
580379263695745024,propertyluxo,@PavloKlimkin Hallo I hope you visit Luxor its amazing city in Egypt pleas check this site http://t.co/eoZN4vAot9  greeting Mostafa.,non-rumor,580337873691533313,PavloKlimkin
581466491800944640,IL4me,@cox24563 @DrMartyFox @GolanMay Michael Mannheimer did break this story. His website is down and he doesnt react on Facebook.,rumor,581461210941427712,cox24563
580321227815911424,kakar_10,@SaraTimes are you sure,rumor,580320825351471104,SaraTimes
580340333151674368,Mr_Ajala,@airlivenet so which flight number is this  GWI9525 or are we talking about to different flights here??,non-rumor,580339662096605184,airlivenet
580375408249585665,BlessedmanEzeo1,@SkyNews Biafra freedom is now http://t.co/TzlCWSqyMR,rumor,580372127125131264,SkyNews
581295602534871040,gwbehn,"@LodiSilverado @SonofLiberty357 @gatewaypundit I, too, am shocked...Shocked! #tcot http://t.co/9eRvQOmceI",rumor,581293754893537280,LodiSilverado
580371026493739008,LoveSymbol23,"RIP RT@cnnbrk: 150 people were on board plane that crashed in France, #Germanwings CEO says. http://t.co/CTrlVJ10ZP http://t.co/PwKxzDdbgw",rumor,580365368805486592,cnnbrk
580320275700572160,LaurenEPrince,“@flightradar24: Germanwings flight #4U9525 was lost from Flightradar24 at 6800 feet at 09.39 UTC time. http://t.co/3MoIwuk4ZI”,rumor,580319999887347712,flightradar24
580753145162137600,delenaftdobrev,@CNBCnow @erikdurmm @nicolesrichie @delenasanarchy,rumor,580347290633838592,CNBCnow
580335510280892416,Independent,"Debris of #4U9525 #A320 airbus located in French Alps crash at 2,000 meters altitude http://t.co/JLDCz6AhFR?? http://t.co/gvxG16a8Cm",non-rumor,,
581389448908300288,emilsoncosta,"@USATODAY Col @OliverNorthFNC, military like you &amp; Gens J Keane have to say to Obama: ""You have to bomb the Iran's nuclear facilities.""",rumor,581386094337474560,USATODAY
580321233574584321,daxlucas,"6800 ft is low for the Alps, yes? — @flightradar24 Last position of Germanwings flight #4U9525 http://t.co/lFIjgfEc3o http://t.co/BhEk7Avw1k",rumor,580320612155060224,flightradar24
580327559193346048,marcepa49,@Minus777 @flightradar24 @isobelroe What's the use when you're crashing?,rumor,580327254468603904,Minus777
580322026029654018,f4izalhassan,Pray for #4U9525 http://t.co/II7Rl24ffH,non-rumor,,
581306731168313345,AllmanWade,@Kruising_Bye @parkman_sandi @Welsh58 @RavenHUWolf You want sharia law? Yes. U want to live in an Islamic country? Yes.,rumor,581306205592641537,Kruising_Bye
581392361911111680,cammaccam,"@slone *his* facebook page? or a fan page devoted to him, created after his death claiming he's muslim?",rumor,581302544116379648,slone
581427919714676737,ShaunaghG,@static_king1 @flybyday63 @robdelaney I know!!!,rumor,581415882611683328,static_king1
581684121786806272,HamIzgood,@MuslimMahamat @_hadji_911 @gatewaypundit @PaulSmitheringa @nostradamus9192 @HajiSlayer666 http://t.co/ICdb3fj5P5,rumor,581683678264311808,MuslimMahamat
580322733294272512,Tendar,@TakkieWeer2 @flightradar24 More likely that at this altitude the plane hit a mountain which go up to 10000 feet and more and this area.,rumor,580321581462892544,TakkieWeer2
580368089369313280,dearsham,@cnni my heart goes out to the families involved.. stay strong!,non-rumor,580365806720122880,cnni
581273151612575746,AC360,"To cap its liability, the airline has to prove it was without fault - Aviation Attorney Justin Green on #Germanwings http://t.co/l14sBZkwGA",non-rumor,,
580323717210836992,KellyNBC6,#BREAKING “@TODAYshow: #Germanwings passenger plane crashes in France: http://t.co/gcXaIMM25k” #planecrash,rumor,580323060533764097,TODAYshow
580346297422610433,cwjones89,@keftiugal Well now I no longer feel confident about flying Lufthansa in 2 months...,non-rumor,580336982699675648,keftiugal
580352381755506688,ELGRANPIRU,@elpaisinenglish @el_pais @germanwings no es necesario  este tipo de fotos..dejen a los familiares tranquilos en estos momentos.,non-rumor,580351149619953664,elpaisinenglish
580327611760545792,Independent,DEVELOPING: Flight log of GWI9525's Airbus A320 last recorded movements #Germanwings http://t.co/gkBze2MTkx,non-rumor,,
581403397183680512,luke_neo,@Independent SHAME ON OUR SOCIETY ! This was a mental ill man and Lufhansa knew that ! They are the murderers who didn't protect him !!!,rumor,581386155083620352,Independent
581302137721905152,AsiaReportcom,@slone cannot say that the original written source in German is a neutral piece of information. Awaiting revelations.,rumor,581300992194572288,slone
580362850864140288,myrapture,@shehzilk not if god is omnipotent...,non-rumor,580362153565143041,shehzilk
581277287930204160,ChurchHopJoshua,@absurdistwords lol exactly.,rumor,581277212269232128,absurdistwords
580342041642680320,jacenat,"@9VSKA @planefinder Line 30 is a glitch. The event happend around Line 25, where the descent started.",rumor,580322184607862785,9VSKA
580353376384339969,juavie,@airlivenet @France24_en,non-rumor,580352792700821504,airlivenet
580347141719080960,LumaQ,“@RT_com: #Germanwings #4U9525 crash &amp; response sites &amp; LIVE UPDATES &amp; reactions http://t.co/ipSyo8ppZH http://t.co/JxoXEKu859”,non-rumor,580344006682505216,RT_com
580347850686644224,LindaMcgregor10,@cnn Prayers to all the families from Kentucky.,non-rumor,580339310299340800,CNN
580336341080260608,WSJ,"“If our fears are confirmed, this is a dark day for Lufthansa,” says CEO of Germanwings' parent company after crash http://t.co/tJVCCJSY4G",non-rumor,,
580322545972314115,risinghoney,@RT_com @AMWJ_Pak really very sad news May Allah rest their souls in peace,rumor,580321844089212928,RT_com
580357732328296448,tumurbaatarm,“@FoxNews: UPDATE: No survivors are expected among the 150 people aboard #Germanwings plane. http://t.co/xycuwHmlY1 http://t.co/1GqM9B8LmM”,rumor,580353540725452800,FoxNews
580337516189978624,hopelesschaos2,@CNN Very sad news.,non-rumor,580336326634962944,CNN
581396178526408704,tvafricanetwork,“@USATODAY: #BREAKING German media report Germanwings co-pilot had 'serious depressive episode' http://t.co/WCI0JlL7lY”#flight9525 #German,rumor,581394092648710144,USATODAY
580332002399916032,DeesoSaeed,@thatjohn Pan-Pan,rumor,580331561398108160,thatjohn
580349735556554752,iomguiM,"@airlivenet this is not a regular emergency message ... ""Mayday"" or ""pan pan"" but never ""emergency emergency"" ...",rumor,580348878370828288,airlivenet
580358066933227520,castricy,Treffen hier die ersten #Rettungskräfte ein? “@henkvaness: “@RT_com: http://t.co/Auhfhs3q50 (pics via @ActuSecours) http://t.co/57qLkIvBAY””,non-rumor,580357161403969536,henkvaness
580889093120225280,kesgardner,"@FairTaxNancy I read it as cordial or even friendly, as though no one had any reason to suspect that anything was amiss. @sav01",non-rumor,580888497227108352,FairTaxNancy
580885585625268225,WABASHFLASH,@AC360 @nytimes Theres a critical need for cameras installed onboard monitored by armed guards in forward area of the aircraft. ....,rumor,580882417117958144,AC360
581346625429213184,sanitizer911,@BeNaums @riwired @bean3ie Y only the converts.. u think the original ones (arabs)  r any better..??,rumor,581324900960485376,BeNaums
581252182881775616,FarazFakhteh,@SamanArbabi @cnni has a motive been identified ?,non-rumor,581248324210159616,SamanArbabi
581262533941534721,BarnabusShadows,@AC360 @CNN Too bad Benghazi did get this kind of wall to wall coverage. You clowns applauded the lies and coverup by Clinton etal.,non-rumor,581260171688718336,AC360
580337738425229312,RobertWLaws,@willambeIli @dlandoncole @Armee_de_lair @Missilito Let us hope it was not related to terror.,non-rumor,580333728762896384,willambeIli
581450938314948609,red_boxer0,@DefendWallSt who is Pam Geller?,rumor,581450595896324096,DefendWallSt
580337472816574465,regentdude,@NewDay Move on already.Constant overkill as always Everybody &amp; his frickin dog is interviewed. Who the hell is in charge over there. GOAWAY,non-rumor,580333827425439745,NewDay
580341730282733569,alexialongina,"@fmsd91 @HowsieHowsie @flightradar24 it's not 100%accurate data,so we will have to wait for the investigation,anyth else would b speculation",non-rumor,580336164395175936,fmsd91
580371286821568513,M_Alhassan,آخر المعلومات عن الطائرة الألمانية “@BBCWorld: What we know so far about #GermanWings #AirbusA320 crash with BBC https://t.co/JFu3hIBO9Y”,non-rumor,580370309884182529,BBCWorld
580332296336732160,eNCAnews,#AirbusCrash According to @flightradar24 this is the actual #Germanwings plane that has crashed. http://t.co/pkDHz6248P,non-rumor,,
581063835194392576,tremans,@thatjohn @mschenk,rumor,581063377226637312,thatjohn
581559014640746496,suspensewriter7,@zfnd Premature on my part. I'm not a reporter. People say false things all the time without knowing it.,rumor,581557144446599168,zfnd
580322927679279105,CNBCnow,BREAKING: German air traffic control confirms to NBC NEws that a Germanwings flight has crashed in France. http://t.co/QbF4sKLTCX,rumor,,
580331255570530304,ManfredWeber,Deeply shocked to learn about crash of flight #4U9525 in France. Our thoughts and prayers are with the victims &amp; their families @EPPGroup,non-rumor,,
581303946456797184,slone,LINK: http://t.co/nX2CXzgiJr is in several other tweets. Can't fit it in all! RT @ianslessor @slone,rumor,581303504360325120,ianslessor
581113676763107328,ffschweden,"@gebauerspon People who suffer of depression do normally not harm others. Unlikely reason, Mr Gebauer.",rumor,581107798932631552,gebauerspon
580344733156904960,Ivan_Pietri,“@RT_com: #Germanwings crash: Arrivals board at #Dusseldorf airport http://t.co/gzAGQ2kFpJ http://t.co/MlF3AzmVUc”,non-rumor,580343329096904704,RT_com
580354874833022976,damienramage,@PascalSyn @airlivenet it’s a scale. Emergency &lt; Mayday,rumor,580354345935486976,PascalSyn
580884081057075200,PollyR_Aviation,"@itvnews Hi, What is your source on this please? As there are a lot of speculation with the media. Thanks PR_A  -x",rumor,580882674413375488,itvnews
580352961362202624,OdetteVGomis,"@UlrichJvV A tragedy for the families and friends of the plane travelers and workers! Despite news, may at least some of them could survive?",rumor,580326222107951104,UlrichJvV
580398796124876800,airlivenet,PHOTO: Another image of crash site from #4U9525. (Pic via @laprovence)   http://t.co/K4O8fxQqzn - @PollyR_Aviation,non-rumor,,
580374813820067841,RockfaceMario,@cnnbrk RIP,rumor,580365368805486592,cnnbrk
580320329203093504,YanniKouts,#A320 @Germanwings flight #4U9525 (registration D-AIPX) was lost from @Flightradar24 at 6800 feet at 09.39 UTC time. http://t.co/5Gv9lXJZW8,rumor,,
581300663537115136,CarrieOliver,@CNN Is it possible for the door to be locked remotely? Or that the cp locked it while in some state of confusion? #GermanwingsQs,non-rumor,581247332282306561,CNN
580340509891235841,BlessedmanEzeo1,@mashable http://t.co/ZFrY1C1XsF,non-rumor,580337327677026304,mashable
581286900972937217,jk_learner,"@WSJ condolences with deprived, may Allah blessed them with peace and patience.",non-rumor,581280784155353088,WSJ
580345297399738369,imJr19,@meganspecia @mashable even @lufthansa,non-rumor,580343473607438336,meganspecia
580428344547782657,JoanneFogle,@cnnbrk See@. A full investigation needs to be priority. #jf,rumor,580378148128206851,JoanneFogle
581359544682614784,Reuters,Germanwings co-pilot had serious depressive episode: Bild newspaper http://t.co/RgSTrehD21,rumor,,
580353907706224640,pepvilar,“@airlivenet: UPDATE #Germanwings CRASH Here is the 3D flight path from FlightAware http://t.co/50wbmhofS0 http://t.co/9R5YgPgt3G”,non-rumor,580353697865187328,airlivenet
580339428977152000,flightradar24,"@ARAsocietat We have it in our database, but it's also available from several public databases http://t.co/VWG2skC75J",non-rumor,580339072683630592,ARAsocietat
580372594186170368,adamwride,@thatjohn @AirlineReporter at what point during those 8 min did distress call go out?,rumor,580371845997682688,thatjohn
580336266014666753,awdnewsgerman,"@hamishNews BREAKING - Germanwings plane crashes in France, up to 150 believed dead http://t.co/HWyOPGobie",rumor,580318938996740096,hamishNews
580341840509009921,Golovinav,Есть украинский след ?@PavloKlimkin #4U9525,non-rumor,580337873691533313,PavloKlimkin
580339285901094912,Heinze_Dep,@CRWjay There are idiots everywhere hahaha,non-rumor,580338270715953152,CRWjay
580334488619741184,Saggitair,".@BBCBreaking @flightradar24 look at this, NO emergency squawk, consistent rate of descent and speed.  Hypoxia?",non-rumor,580332876081811456,flightradar24
581280588398755840,Oxendrek,".@AC360 @mrsunlawyer Is this a FIRST, murder by computer hacking?",non-rumor,581273151612575746,AC360
581064233061847041,JummyTV,RT @USATODAY French prosecutor names co-pilot of #germanwings plane that crashed in the Alps as Andreas Lubitz. He was at controls of plane.,rumor,581064144394285056,USATODAY
580342747346964480,JulieB_LFC,@tuggysts11 yeah seen that.. Apparently there wasn't time for a sqwak to be sent it happened that fast,rumor,580342629910626304,tuggysts11
580365319732129792,PascalSyn,"@damienramage yes, and they have a bottle behind them with this tube connected. But it looks very stupid LOL",rumor,580365061463629824,damienramage
580341809290727425,kimhuam,@BreakingNews @AP ok at least debris found..and not  another mh370 kinda  mystery..bless all souls on board  flight #4u925,non-rumor,580332903986524160,BreakingNews
580335984501526528,crummuffin,@NewDay @CNNMoney   And your 24 hour speculation begins.,non-rumor,580333827425439745,NewDay
580339621873127424,JenniferReyna,Pilots made a distress call. “@TODAYshow: Location of #Germanwings plane crash. http://t.co/T1jKEBR5Vn”,non-rumor,580327625626927104,TODAYshow
580379744253825024,ThinkKu,@cnni   http://t.co/CIsr3BHPoc  I want to invite you to the religion of #Islam and I hope you know about Islam.  #Favorite #RT 🌹#cnn,rumor,580379486732066817,cnni
580369875731767296,passatavd,@Grybauskaite_LT Ученые Росатома в 2014 году добились результатов мирового уровня http://t.co/TLCQah1uAu,non-rumor,580335420703170561,Grybauskaite_LT
